Load ID,Pickup Date,Truck ID,Driver Name,Lane,Miles,Revenue USD,Est Cost USD,Profit USD,Profit Margin %
L000222,2025-07-20,T0067,Micah Brown,"Chicago, IL → Norfolk, VA",1308,3191.52,2298.08,893.44,27.99
L000223,2025-06-11,T0257,Quinn Anderson,"Newark, NJ → Boise, ID",1880,4324.0,3463.12,860.88,19.91
L000224,2025-02-03,T0009,Logan Brown,"Houston, TX → Salt Lake City, UT",1385,3227.05,2447.84,779.21,24.15
L000225,2025-05-09,T0089,Morgan Miller,"Memphis, TN → Buffalo, NY",1207,2124.32,1947.17,177.15,8.34
L000226,2025-07-27,T0386,Cameron Moore,"Atlanta, GA → Raleigh, NC",792,1900.8,1437.21,463.59,24.39
L000227,2025-08-07,T0397,Reese Garcia,"Nashville, TN → Raleigh, NC",1058,2539.2,1861.64,677.56,26.68
L000228,2025-05-04,T0098,Casey Johnson,"Newark, NJ → Boise, ID",221,762.45,392.98,369.47,48.46
L000229,2025-01-30,T0144,Micah Wilson,"Phoenix, AZ → Raleigh, NC",1299,2377.17,2443.2,-66.03,-2.78
L000230,2025-07-19,T0339,Harper Wilson,"Dallas, TX → Raleigh, NC",983,2044.64,1761.71,282.93,13.84
L000231,2025-03-20,T0299,Hayden Lopez,"San Antonio, TX → Richmond, VA",1933,4561.88,3431.13,1130.75,24.79
L000232,2025-07-05,T0364,Taylor Miller,"Savannah, GA → Milwaukee, WI",422,1337.74,786.45,551.29,41.21
L000233,2025-06-17,T0053,Micah Smith,"Newark, NJ → Louisville, KY",181,575.58,307.12,268.46,46.64
L000234,2025-07-01,T0217,Jesse Martinez,"Denver, CO → Louisville, KY",1832,3462.48,2917.1,545.38,15.75
L000235,2025-08-31,T0020,Rowan Brown,"Chicago, IL → Milwaukee, WI",1784,3425.28,3154.81,270.47,7.9
L000236,2025-02-28,T0083,Micah Wilson,"Dallas, TX → Philadelphia, PA",2202,4668.24,3820.0,848.24,18.17
L000237,2025-04-06,T0108,Finley Gonzalez,"Portland, OR → Tampa, FL",828,1415.88,1536.45,-120.57,-8.52
L000238,2025-07-18,T0316,Riley Garcia,"Boston, MA → Cincinnati, OH",968,2410.32,1823.25,587.07,24.36
L000239,2025-04-09,T0154,Avery Thomas,"Phoenix, AZ → San Diego, CA",2412,4221.0,4616.64,-395.64,-9.37
L000240,2025-02-25,T0187,Alex Brown,"Boston, MA → Baltimore, MD",936,1965.6,1588.79,376.81,19.17
L000241,2025-08-24,T0333,Rowan Jackson,"Memphis, TN → Birmingham, AL",298,1010.22,512.02,498.2,49.32
L000242,2025-06-30,T0111,Cameron Williams,"Chicago, IL → San Diego, CA",659,1476.16,1237.1,239.06,16.19
L000243,2025-03-23,T0120,Kai Martin,"Seattle, WA → Raleigh, NC",1316,2500.4,2184.12,316.28,12.65
L000244,2025-08-16,T0038,Alex Jones,"Atlanta, GA → Richmond, VA",1075,2289.75,1897.15,392.6,17.15
L000245,2025-03-18,T0358,Harper Wilson,"Denver, CO → Louisville, KY",284,1013.88,603.99,409.89,40.43
L000246,2025-07-21,T0398,Taylor Smith,"Nashville, TN → Norfolk, VA",236,726.88,457.77,269.11,37.02
L000247,2025-06-02,T0092,Rowan Brown,"Houston, TX → Milwaukee, WI",393,986.43,687.3,299.13,30.32
L000248,2025-01-15,T0002,Riley Hernandez,"Atlanta, GA → Boise, ID",1966,4561.12,3383.01,1178.11,25.83
L000249,2025-08-13,T0186,Riley Moore,"Atlanta, GA → San Diego, CA",1536,3686.4,2823.31,863.09,23.41
L000250,2025-08-18,T0063,Jordan Thomas,"Houston, TX → Milwaukee, WI",341,1026.41,552.11,474.3,46.21
L000251,2025-07-29,T0152,Kai Martin,"Denver, CO → Jacksonville, FL",458,1461.02,743.82,717.2,49.09
L000252,2025-06-30,T0294,Avery Miller,"Chicago, IL → Boise, ID",1396,3015.36,2343.19,672.17,22.29
L000253,2025-06-09,T0164,Reese Moore,"Chicago, IL → Richmond, VA",762,2217.42,1454.19,763.23,34.42
L000254,2025-03-10,T0137,Reese Taylor,"Boston, MA → Pittsburgh, PA",1976,3398.72,3381.2,17.52,0.52
L000255,2025-06-15,T0092,Jesse Martin,"Boston, MA → Philadelphia, PA",1681,4185.69,2871.25,1314.44,31.4
L000256,2025-03-11,T0072,Micah Smith,"Atlanta, GA → Buffalo, NY",1113,2292.78,1833.16,459.62,20.05
L000257,2025-02-27,T0021,Micah Rodriguez,"Boston, MA → San Diego, CA",2475,5989.5,4249.02,1740.48,29.06
L000258,2025-06-07,T0059,Drew Williams,"Los Angeles, CA → San Diego, CA",741,1704.3,1228.72,475.58,27.9
L000259,2025-03-15,T0379,Rowan Thomas,"Nashville, TN → Richmond, VA",568,1510.88,980.61,530.27,35.1
L000260,2025-07-20,T0044,Kai Johnson,"Chicago, IL → Louisville, KY",774,2074.32,1350.11,724.21,34.91
L000261,2025-01-12,T0201,Finley Lopez,"Charlotte, NC → Norfolk, VA",1933,4078.63,3391.29,687.34,16.85
L000262,2025-05-28,T0231,Alex Rodriguez,"Dallas, TX → Buffalo, NY",1373,3240.28,2225.99,1014.29,31.3
L000263,2025-05-12,T0217,Jesse Brown,"Indianapolis, IN → Baltimore, MD",691,1831.15,1274.07,557.08,30.42
L000264,2025-03-29,T0167,Kai Thomas,"Phoenix, AZ → Jacksonville, FL",2470,4026.1,4486.04,-459.94,-11.42
L000265,2025-03-20,T0192,Morgan Taylor,"Boston, MA → Pittsburgh, PA",2282,4974.76,3985.54,989.22,19.88
L000266,2025-02-15,T0218,Drew Rodriguez,"Phoenix, AZ → Richmond, VA",999,2277.72,1748.43,529.29,23.24
L000267,2025-02-23,T0281,Avery Miller,"Houston, TX → Milwaukee, WI",709,2027.74,1251.37,776.37,38.29
L000268,2025-01-12,T0258,Logan Thomas,"Nashville, TN → Pittsburgh, PA",241,802.53,404.45,398.08,49.6
L000269,2025-01-30,T0116,Riley Hernandez,"Memphis, TN → Pittsburgh, PA",1545,3399.0,2835.17,563.83,16.59
L000270,2025-09-10,T0278,Cameron Williams,"Nashville, TN → Orlando, FL",1877,3453.68,3585.11,-131.43,-3.81
L000271,2025-01-04,T0066,Rowan Jackson,"Boston, MA → Birmingham, AL",2273,3864.1,3963.79,-99.69,-2.58
L000272,2025-02-23,T0076,Harper Hernandez,"Kansas City, MO → Norfolk, VA",1997,4912.62,3557.49,1355.13,27.58
L000273,2025-03-17,T0177,Harper Davis,"Charlotte, NC → Louisville, KY",1983,4719.54,3166.4,1553.14,32.91
L000274,2025-02-10,T0040,Quinn Thomas,"Boston, MA → Raleigh, NC",553,1592.64,984.72,607.92,38.17
L000275,2025-02-13,T0152,Alex Williams,"Atlanta, GA → Cincinnati, OH",192,591.36,432.2,159.16,26.91
L000276,2025-05-10,T0231,Jordan Anderson,"Memphis, TN → Tampa, FL",2277,3757.05,3985.15,-228.1,-6.07
L000277,2025-06-05,T0339,Harper Smith,"Boston, MA → Buffalo, NY",1903,3748.91,3345.37,403.54,10.76
L000278,2025-08-17,T0241,Alex Jones,"Phoenix, AZ → Philadelphia, PA",2332,4360.84,3755.04,605.8,13.89
L000279,2025-01-29,T0379,Harper Martin,"Boston, MA → Philadelphia, PA",283,1120.68,532.77,587.91,52.46
L000280,2025-03-28,T0179,Harper Wilson,"Newark, NJ → Minneapolis, MN",690,2028.6,1300.98,727.62,35.87
L000281,2025-02-11,T0320,Micah Brown,"Seattle, WA → New York, NY",2097,4592.43,3730.39,862.04,18.77
L000282,2025-06-29,T0109,Morgan Anderson,"Boston, MA → Birmingham, AL",1327,2428.41,2464.15,-35.74,-1.47
L000283,2025-08-24,T0317,Morgan Gonzalez,"Los Angeles, CA → Cincinnati, OH",2191,3878.07,3802.93,75.14,1.94
L000284,2025-09-01,T0301,Jesse Rodriguez,"Memphis, TN → Boise, ID",1735,3886.4,3161.75,724.65,18.65
L000285,2025-04-28,T0319,Quinn Williams,"Kansas City, MO → Cincinnati, OH",474,1279.8,747.03,532.77,41.63
L000286,2025-06-21,T0070,Cameron Williams,"San Antonio, TX → Buffalo, NY",2260,5356.2,4119.38,1236.82,23.09
L000287,2025-04-17,T0035,Jordan Taylor,"Indianapolis, IN → San Diego, CA",756,1746.36,1366.54,379.82,21.75
L000288,2025-03-26,T0329,Reese Moore,"Indianapolis, IN → Louisville, KY",1211,2773.19,1946.7,826.49,29.8
L000289,2025-07-05,T0322,Micah Rodriguez,"Miami, FL → Jacksonville, FL",1524,3611.88,2664.74,947.14,26.22
L000290,2025-04-03,T0019,Alex Johnson,"Miami, FL → Philadelphia, PA",186,572.88,331.72,241.16,42.1
L000291,2025-07-30,T0165,Rowan Jackson,"Nashville, TN → Tampa, FL",1011,2315.19,1826.22,488.97,21.12
L000292,2025-08-04,T0273,Drew Brown,"Houston, TX → Salt Lake City, UT",1518,3005.64,2774.41,231.23,7.69
L000293,2025-06-10,T0326,Riley Thomas,"Atlanta, GA → Raleigh, NC",2265,4801.8,4073.38,728.42,15.17
L000294,2025-03-11,T0131,Finley Gonzalez,"Atlanta, GA → Richmond, VA",1667,3667.4,3180.89,486.51,13.27
L000295,2025-01-09,T0270,Taylor Moore,"Denver, CO → New York, NY",598,1865.76,1047.06,818.7,43.88
L000296,2025-07-22,T0198,Logan Williams,"Kansas City, MO → Cincinnati, OH",938,1904.14,1571.63,332.51,17.46
L000297,2025-05-18,T0341,Morgan Jones,"Chicago, IL → Orlando, FL",414,1055.7,734.99,320.71,30.38
L000298,2025-04-16,T0005,Riley Moore,"Seattle, WA → San Jose, CA",2467,5748.11,3917.8,1830.31,31.84
L000299,2025-08-21,T0188,Taylor Smith,"Indianapolis, IN → Birmingham, AL",165,532.95,294.25,238.7,44.79
L000300,2025-05-31,T0190,Taylor Miller,"Chicago, IL → Minneapolis, MN",1890,3647.7,3523.22,124.48,3.41
L000301,2025-01-05,T0254,Jesse Wilson,"Atlanta, GA → Tampa, FL",1172,2051.0,2157.12,-106.12,-5.17
L000302,2025-04-15,T0183,Hayden Taylor,"Phoenix, AZ → Boise, ID",1722,3134.04,3068.6,65.44,2.09
L000303,2025-09-01,T0054,Alex Williams,"Los Angeles, CA → Louisville, KY",1710,3471.3,3003.96,467.34,13.46
L000304,2025-08-05,T0049,Harper Taylor,"Memphis, TN → Birmingham, AL",2483,4543.89,4068.39,475.5,10.46
L000305,2025-02-21,T0370,Quinn Martinez,"Atlanta, GA → Boise, ID",1278,2849.94,2326.66,523.28,18.36
L000306,2025-08-13,T0198,Taylor Gonzalez,"Seattle, WA → Norfolk, VA",1479,3534.81,2505.34,1029.47,29.12
L000307,2025-04-04,T0389,Casey Johnson,"Newark, NJ → Cincinnati, OH",1623,3002.55,2785.95,216.6,7.21
L000308,2025-07-06,T0019,Jordan Thomas,"Los Angeles, CA → Raleigh, NC",1229,2052.43,2319.77,-267.34,-13.03
L000309,2025-01-25,T0006,Rowan Thomas,"Los Angeles, CA → Minneapolis, MN",1759,3306.92,3424.37,-117.45,-3.55
L000310,2025-07-05,T0211,Finley Moore,"Indianapolis, IN → Milwaukee, WI",2121,3520.86,3737.33,-216.47,-6.15
L000311,2025-09-07,T0045,Finley Thomas,"Kansas City, MO → Orlando, FL",2025,3685.5,3451.57,233.93,6.35
L000312,2025-04-07,T0192,Logan Thomas,"Savannah, GA → Louisville, KY",856,1754.8,1583.41,171.39,9.77
L000313,2025-02-16,T0027,Rowan Garcia,"Indianapolis, IN → Orlando, FL",1200,2664.0,2213.74,450.26,16.9
L000314,2025-01-18,T0312,Morgan Lopez,"Chicago, IL → Raleigh, NC",766,1738.82,1443.67,295.15,16.97
L000315,2025-04-23,T0071,Quinn Anderson,"Portland, OR → Minneapolis, MN",1185,2476.65,1899.55,577.1,23.3
L000316,2025-02-03,T0004,Avery Taylor,"Atlanta, GA → Salt Lake City, UT",877,1482.13,1581.94,-99.81,-6.73
L000317,2025-05-13,T0020,Cameron Moore,"Nashville, TN → Minneapolis, MN",1262,2221.12,2237.02,-15.9,-0.72
L000318,2025-06-10,T0098,Avery Anderson,"Houston, TX → Minneapolis, MN",970,1794.5,1756.51,37.99,2.12
L000319,2025-02-16,T0347,Logan Williams,"Seattle, WA → Raleigh, NC",1009,1725.39,1847.16,-121.77,-7.06
L000320,2025-01-14,T0347,Jesse Martinez,"Boston, MA → Tampa, FL",1438,2645.92,2670.93,-25.01,-0.95
L000321,2025-05-08,T0082,Jesse Martin,"Kansas City, MO → Tampa, FL",1879,3363.41,3128.08,235.33,7.0
L000322,2025-04-26,T0245,Kai Garcia,"Chicago, IL → Boise, ID",1263,2639.67,2015.11,624.56,23.66
L000323,2025-06-11,T0230,Avery Thomas,"Newark, NJ → Richmond, VA",2182,3513.02,3924.97,-411.95,-11.73
L000324,2025-07-19,T0066,Quinn Thomas,"Columbus, OH → Milwaukee, WI",552,1473.84,1033.27,440.57,29.89
L000325,2025-07-28,T0141,Kai Brown,"Nashville, TN → Jacksonville, FL",1167,2427.36,2162.91,264.45,10.89
L000326,2025-03-02,T0278,Drew Brown,"Nashville, TN → San Jose, CA",2309,3717.49,4308.51,-591.02,-15.9
L000327,2025-05-18,T0390,Taylor Smith,"San Antonio, TX → Jacksonville, FL",2412,4920.48,4558.5,361.98,7.36
L000328,2025-08-13,T0292,Logan Hernandez,"San Antonio, TX → Philadelphia, PA",1770,3752.4,3243.5,508.9,13.56
L000329,2025-03-05,T0133,Alex Jackson,"Newark, NJ → Raleigh, NC",619,1510.36,1067.14,443.22,29.35
L000330,2025-05-04,T0290,Kai Johnson,"Charlotte, NC → Jacksonville, FL",572,1830.4,1063.08,767.32,41.92
L000331,2025-08-14,T0203,Reese Taylor,"Phoenix, AZ → Norfolk, VA",194,741.08,322.85,418.23,56.44
L000332,2025-07-22,T0046,Jesse Taylor,"Boston, MA → Boise, ID",664,1925.6,1155.93,769.67,39.97
L000333,2025-05-14,T0314,Emerson Martinez,"Miami, FL → Jacksonville, FL",865,1626.2,1505.71,120.49,7.41
L000334,2025-07-17,T0064,Morgan Jones,"Kansas City, MO → Norfolk, VA",2372,5811.4,3921.08,1890.32,32.53
L000335,2025-02-02,T0324,Harper Gonzalez,"Indianapolis, IN → Salt Lake City, UT",2414,4659.02,4618.41,40.61,0.87
L000336,2025-01-20,T0037,Harper Hernandez,"Kansas City, MO → Richmond, VA",1967,3914.33,3431.29,483.04,12.34
L000337,2025-02-20,T0279,Cameron Williams,"San Antonio, TX → Norfolk, VA",454,1157.7,813.5,344.2,29.73
L000338,2025-07-08,T0301,Quinn Anderson,"Dallas, TX → Birmingham, AL",1782,4152.06,3388.88,763.18,18.38
L000339,2025-01-07,T0276,Rowan Jackson,"Charlotte, NC → Boise, ID",2379,4282.2,4272.46,9.74,0.23
L000340,2025-01-03,T0032,Jesse Wilson,"Atlanta, GA → Orlando, FL",1744,3854.24,2974.55,879.69,22.82
L000341,2025-09-10,T0353,Alex Martinez,"Denver, CO → Richmond, VA",1567,3165.34,2739.15,426.19,13.46
L000342,2025-05-29,T0321,Casey Garcia,"Nashville, TN → Boise, ID",571,1267.62,978.42,289.2,22.81
L000343,2025-06-19,T0066,Quinn Anderson,"Indianapolis, IN → Philadelphia, PA",786,2483.76,1502.69,981.07,39.5
L000344,2025-04-14,T0011,Micah Jackson,"Newark, NJ → San Diego, CA",1847,4469.74,3226.15,1243.59,27.82
L000345,2025-04-07,T0105,Morgan Miller,"Miami, FL → Buffalo, NY",1755,2843.1,3404.55,-561.45,-19.75
L000346,2025-02-05,T0021,Kai Johnson,"Phoenix, AZ → Minneapolis, MN",1235,2667.6,2275.86,391.74,14.69
L000347,2025-09-20,T0345,Jordan Anderson,"Phoenix, AZ → Birmingham, AL",1584,3215.52,2688.26,527.26,16.4
L000348,2025-09-04,T0077,Hayden Hernandez,"Memphis, TN → Baltimore, MD",1044,1785.24,1646.06,139.18,7.8
L000349,2025-06-13,T0181,Taylor Johnson,"Memphis, TN → San Diego, CA",397,1079.84,671.32,408.52,37.83
L000350,2025-06-11,T0120,Jordan Miller,"Indianapolis, IN → Philadelphia, PA",1131,2420.34,2218.45,201.89,8.34
L000351,2025-08-22,T0369,Alex Williams,"Kansas City, MO → Richmond, VA",2223,5090.67,3836.93,1253.74,24.63
L000352,2025-08-28,T0167,Jesse Lopez,"Savannah, GA → Cincinnati, OH",1552,3212.64,2383.52,829.12,25.81
L000353,2025-08-19,T0126,Taylor Rodriguez,"Seattle, WA → Buffalo, NY",440,981.2,793.12,188.08,19.17
L000354,2025-04-27,T0045,Alex Jackson,"Phoenix, AZ → Philadelphia, PA",1833,3684.33,3027.21,657.12,17.84
L000355,2025-09-20,T0022,Drew Miller,"Columbus, OH → Tampa, FL",588,1417.08,1157.89,259.19,18.29
L000356,2025-01-20,T0193,Jesse Martinez,"Boston, MA → Birmingham, AL",1968,4211.52,3878.29,333.23,7.91
L000357,2025-01-15,T0069,Riley Thomas,"Houston, TX → Milwaukee, WI",2449,5902.09,4420.79,1481.3,25.1
L000358,2025-09-12,T0270,Emerson Brown,"Miami, FL → San Diego, CA",1180,2584.2,1778.09,806.11,31.19
L000359,2025-05-03,T0219,Harper Gonzalez,"Columbus, OH → Milwaukee, WI",675,1552.5,1188.15,364.35,23.47
L000360,2025-08-12,T0283,Reese Taylor,"Denver, CO → Raleigh, NC",383,942.18,757.97,184.21,19.55
L000361,2025-02-26,T0380,Hayden Hernandez,"Nashville, TN → Boise, ID",579,1360.65,893.66,466.99,34.32
L000362,2025-04-29,T0132,Finley Martin,"Columbus, OH → San Diego, CA",509,1450.65,824.09,626.56,43.19
L000363,2025-08-30,T0073,Logan Williams,"San Antonio, TX → Louisville, KY",1442,2855.16,2646.39,208.77,7.31
L000364,2025-08-03,T0090,Reese Garcia,"Columbus, OH → Philadelphia, PA",783,2090.61,1445.14,645.47,30.87
L000365,2025-08-24,T0251,Kai Martin,"Miami, FL → Jacksonville, FL",1924,3809.52,3666.26,143.26,3.76
L000366,2025-05-02,T0252,Avery Anderson,"Denver, CO → Orlando, FL",890,2162.7,1760.8,401.9,18.58
L000367,2025-02-09,T0339,Jordan Anderson,"Memphis, TN → Tampa, FL",2223,4357.08,4039.76,317.32,7.28
L000368,2025-03-30,T0362,Hayden Hernandez,"Phoenix, AZ → New York, NY",869,2050.84,1532.33,518.51,25.28
L000369,2025-06-14,T0352,Avery Anderson,"Portland, OR → Birmingham, AL",426,1205.58,844.8,360.78,29.93
L000370,2025-02-28,T0194,Harper Davis,"Portland, OR → Richmond, VA",267,1049.31,455.41,593.9,56.6
L000371,2025-02-24,T0061,Reese Moore,"San Antonio, TX → Cincinnati, OH",1444,2902.44,2386.3,516.14,17.78
L000372,2025-02-28,T0315,Taylor Moore,"Memphis, TN → New York, NY",461,1419.88,846.04,573.84,40.41
L000373,2025-07-05,T0342,Kai Thomas,"Nashville, TN → Louisville, KY",875,1522.5,1437.03,85.47,5.61
L000374,2025-08-26,T0394,Alex Thomas,"Denver, CO → Buffalo, NY",785,2417.8,1483.35,934.45,38.65
L000375,2025-04-22,T0049,Jordan Anderson,"Kansas City, MO → San Diego, CA",1745,4030.95,2908.37,1122.58,27.85
L000376,2025-05-21,T0250,Hayden Taylor,"Newark, NJ → Jacksonville, FL",1670,3406.8,2949.89,456.91,13.41
L000377,2025-04-14,T0156,Finley Jackson,"Indianapolis, IN → Pittsburgh, PA",401,1142.85,694.34,448.51,39.25
L000378,2025-02-28,T0283,Harper Davis,"Portland, OR → Milwaukee, WI",603,1417.05,1080.16,336.89,23.77
L000379,2025-02-26,T0225,Emerson Martin,"Savannah, GA → Buffalo, NY",2405,4761.9,4022.92,738.98,15.52
L000380,2025-04-28,T0267,Finley Gonzalez,"Portland, OR → Louisville, KY",2265,4711.2,4216.36,494.84,10.5
L000381,2025-09-11,T0096,Finley Jackson,"San Antonio, TX → Boise, ID",2015,4352.4,3451.55,900.85,20.7
L000382,2025-01-15,T0380,Riley Miller,"Kansas City, MO → San Diego, CA",131,417.89,237.25,180.64,43.23
L000383,2025-08-26,T0261,Taylor Rodriguez,"Columbus, OH → Raleigh, NC",1466,3093.26,2406.46,686.8,22.2
L000384,2025-06-03,T0260,Alex Martin,"Denver, CO → Orlando, FL",864,2142.72,1604.14,538.58,25.14
L000385,2025-03-31,T0356,Jesse Martinez,"Indianapolis, IN → Philadelphia, PA",533,1433.77,894.42,539.35,37.62
L000386,2025-03-20,T0037,Casey Rodriguez,"Portland, OR → Birmingham, AL",1972,4575.04,3246.27,1328.77,29.04
L000387,2025-01-02,T0057,Morgan Lopez,"Chicago, IL → Orlando, FL",396,894.96,745.9,149.06,16.66
L000388,2025-02-02,T0159,Rowan Rodriguez,"Nashville, TN → New York, NY",757,1945.49,1440.53,504.96,25.96
L000389,2025-03-22,T0020,Taylor Wilson,"Dallas, TX → Milwaukee, WI",1773,3936.06,3014.44,921.62,23.41
L000390,2025-09-20,T0011,Jesse Martinez,"Charlotte, NC → Tampa, FL",1078,2102.1,1917.24,184.86,8.79
L000391,2025-01-25,T0048,Taylor Smith,"Charlotte, NC → Birmingham, AL",706,1821.48,1293.19,528.29,29.0
L000392,2025-07-20,T0235,Morgan Taylor,"Columbus, OH → San Jose, CA",1291,3201.68,2406.85,794.83,24.83
L000393,2025-07-29,T0395,Hayden Moore,"Seattle, WA → Cincinnati, OH",481,1236.17,830.07,406.1,32.85
L000394,2025-02-13,T0121,Jordan Lopez,"Newark, NJ → Norfolk, VA",941,2136.07,1998.46,137.61,6.44
L000395,2025-01-16,T0254,Hayden Taylor,"Denver, CO → Buffalo, NY",2303,4859.33,3680.65,1178.68,24.26
L000396,2025-05-05,T0366,Logan Brown,"Phoenix, AZ → Milwaukee, WI",1048,1959.76,1841.09,118.67,6.06
L000397,2025-08-05,T0060,Drew Jones,"Los Angeles, CA → New York, NY",1282,2589.64,2232.76,356.88,13.78
L000398,2025-05-14,T0120,Morgan Miller,"Memphis, TN → Boise, ID",357,988.89,635.0,353.89,35.79
L000399,2025-09-19,T0059,Finley Jones,"Nashville, TN → Philadelphia, PA",1816,3305.12,3535.74,-230.62,-6.98
L000400,2025-08-23,T0141,Drew Williams,"Houston, TX → Raleigh, NC",1079,2643.55,1619.41,1024.14,38.74
L000401,2025-06-17,T0328,Kai Johnson,"Chicago, IL → San Jose, CA",2108,4279.24,3734.57,544.67,12.73
L000402,2025-05-23,T0085,Logan Miller,"Columbus, OH → Pittsburgh, PA",995,2268.6,1760.87,507.73,22.38
L000403,2025-02-19,T0244,Taylor Wilson,"Phoenix, AZ → Salt Lake City, UT",2427,4077.36,4242.2,-164.84,-4.04
L000404,2025-04-18,T0192,Harper Smith,"Memphis, TN → Norfolk, VA",861,1945.86,1453.36,492.5,25.31
L000405,2025-05-15,T0275,Logan Thomas,"Chicago, IL → Raleigh, NC",475,1330.0,928.07,401.93,30.22
L000406,2025-08-13,T0319,Logan Hernandez,"Miami, FL → Birmingham, AL",2280,3670.8,3678.33,-7.53,-0.21
L000407,2025-06-21,T0064,Quinn Williams,"San Antonio, TX → San Jose, CA",1709,3811.07,2961.45,849.62,22.29
L000408,2025-05-10,T0032,Emerson Martin,"Newark, NJ → San Diego, CA",2150,4773.0,3766.2,1006.8,21.09
L000409,2025-05-27,T0073,Avery Taylor,"Houston, TX → Orlando, FL",2126,4464.6,4034.97,429.63,9.62
L000410,2025-03-11,T0174,Jordan Gonzalez,"Kansas City, MO → Baltimore, MD",407,1277.98,742.45,535.53,41.9
L000411,2025-08-09,T0337,Hayden Taylor,"Charlotte, NC → Buffalo, NY",2341,3909.47,4128.27,-218.8,-5.6
L000412,2025-05-19,T0311,Harper Wilson,"Memphis, TN → Jacksonville, FL",1242,2583.36,2129.47,453.89,17.57
L000413,2025-07-07,T0193,Jesse Brown,"Atlanta, GA → Buffalo, NY",1091,2171.09,2152.86,18.23,0.84
L000414,2025-01-06,T0038,Riley Hernandez,"Seattle, WA → Orlando, FL",1129,1885.43,2014.08,-128.65,-6.82
L000415,2025-09-18,T0316,Harper Miller,"Atlanta, GA → Norfolk, VA",785,2252.95,1531.13,721.82,32.04
L000416,2025-09-11,T0277,Jesse Gonzalez,"Columbus, OH → Birmingham, AL",1591,3420.65,3173.88,246.77,7.21
L000417,2025-03-09,T0225,Jordan Thomas,"Memphis, TN → Baltimore, MD",2478,4509.96,4143.57,366.39,8.12
L000418,2025-04-28,T0275,Riley Thomas,"Los Angeles, CA → Philadelphia, PA",1878,3849.9,2983.75,866.15,22.5
L000419,2025-01-20,T0099,Taylor Rodriguez,"Houston, TX → Jacksonville, FL",623,1657.18,1037.54,619.64,37.39
L000420,2025-06-02,T0091,Hayden Lopez,"Atlanta, GA → Milwaukee, WI",1457,3555.08,2237.15,1317.93,37.07
L000421,2025-04-07,T0265,Casey Garcia,"Seattle, WA → San Diego, CA",2400,4872.0,4329.68,542.32,11.13
L000422,2025-04-07,T0092,Riley Miller,"Atlanta, GA → Cincinnati, OH",1018,1710.24,1863.81,-153.57,-8.98
L000423,2025-03-21,T0378,Kai Martin,"Portland, OR → Birmingham, AL",625,1612.5,974.19,638.31,39.59
L000424,2025-04-07,T0340,Drew Miller,"Columbus, OH → San Diego, CA",394,1158.36,629.15,529.21,45.69
L000425,2025-07-05,T0015,Avery Thomas,"Newark, NJ → San Jose, CA",2381,4238.18,4735.67,-497.49,-11.74
L000426,2025-03-13,T0306,Morgan Anderson,"Denver, CO → Boise, ID",756,1716.12,1368.44,347.68,20.26
L000427,2025-01-05,T0393,Alex Thomas,"Denver, CO → Cincinnati, OH",1921,3918.84,3514.13,404.71,10.33
L000428,2025-06-30,T0289,Casey Smith,"Nashville, TN → San Diego, CA",439,1115.06,853.64,261.42,23.44
L000429,2025-04-16,T0336,Quinn Thomas,"Dallas, TX → New York, NY",378,1137.78,706.25,431.53,37.93
L000430,2025-09-17,T0171,Cameron Gonzalez,"Charlotte, NC → San Diego, CA",2406,5750.34,4110.07,1640.27,28.52
